architecture	model	split_seed	target_id	overall_spearman	within_condition_spearman	pseudobulk_spearman
ctpnet	mean3	69005	STAT6_Y641	0.5632452061839432	0.4828118362943772	0.7820957724196526
ctpnet	mean3	69005	ZAP70_Y493	0.20780288803994154	0.20117579460039042	0.277414818504087
ctpnet	mean3	69005	LCK_Y505	0.3811523593487024	0.25111654523066185	0.7432389476459731
ctpnet	mean3	69005	STAT5A_Y694	0.31168944396574577	0.26111024591836524	0.5871575894295842
ctpnet	mean3	69005	PLCG1_Y783	0.26707183840508913	0.2501086567440121	0.44819566109044034
ctpnet	rank3	69005	RPS6_pSitePending	0.4504841598177832	0.4377231203798445	0.5168762634400728
ctpnet	rank3	69005	STAT3_Y705	0.4541552696171531	0.4186195696323735	0.7367507251047374
ctpnet	rank3	69005	MAPK14_pSitePending	0.5816013858559032	0.3435242796845954	0.8061443471127648
ctpnet	rank3	69005	CREB1_S133_ATF1_S63	0.36816334091029296	0.35469625771190977	0.3829684616060704
ctpnet	rank3	69005	JUN_pSitePending	0.3444837202556986	0.2930416630681691	0.5226002441369302
ctpnet	rank3	69005	LAT_Y226	0.27684635184745676	0.2763174757661565	0.21677555444877392
ctpnet	rank3	69005	LCP2_S376	0.5685392145264898	0.4996782600722066	0.7329314739401752
ctpnet	rank3	69005	MAP2K1_S298	0.3500675414597615	0.27148514446780825	0.5731919989453023
ctpnet	rank3	69005	MAPK14_pSitePending_D3F9	0.5964593544332429	0.5078762919407155	0.8061886590689362
ctpnet	rank3	69005	RELA_pSitePending_93H1	0.5697193989066104	0.49954324385631865	0.7799438959364837
ctpnet	rank3	69005	p-Rb	0.4926054743366638	0.4381091756676012	0.5808356282776199
ctpnet	rank3	69005	HISTONE_H3_S28	0.5805551374066742	0.5271898275449282	0.7562673951894062
ctpnet	rank3	69005	NFE2L2_S40	0.7754806640824684	0.6363617398710145	0.9004980517387865
ctpnet	rank3	69005	AKT_S473	0.5432526458000386	0.35070114650395673	0.8406893622008027
ctpnet	rank3	69005	EIF4EBP1_T37_T46	0.3078606203271222	0.2855523343751831	0.27786306506899483
ctpnet	rank3	69005	STAT6_Y641	0.5619264879563598	0.48253425748422707	0.784865086573111
ctpnet	rank3	69005	ZAP70_Y493	0.20829314843103108	0.20017568838014516	0.27428588169806345
ctpnet	rank3	69005	LCK_Y505	0.38178347362434656	0.25215092922680143	0.742474657955644
ctpnet	rank3	69005	STAT5A_Y694	0.3115550459636995	0.2605286130414309	0.584631441713298
ctpnet	rank3	69005	PLCG1_Y783	0.26746245236820904	0.2497990366553505	0.44640157618726745
scipenn	single_original	69001	RPS6_pSitePending	0.4966050482336077	0.48003788393813235	0.5454358746098639
scipenn	single_original	69001	STAT3_Y705	0.4242227516837271	0.367524575720915	0.7190249422504988
scipenn	single_original	69001	MAPK14_pSitePending	0.5277623344528556	0.3035187190224558	0.7789561842006608
scipenn	single_original	69001	CREB1_S133_ATF1_S63	0.3469403814703498	0.3236797990158478	0.3984509008662064
scipenn	single_original	69001	JUN_pSitePending	0.3498392071102099	0.30164646134166434	0.5611443417892662
scipenn	single_original	69001	LAT_Y226	0.25084178367602	0.2363001661367073	0.1779278803819495
scipenn	single_original	69001	LCP2_S376	0.4881580656995487	0.43043609891638634	0.699898670020161
scipenn	single_original	69001	MAP2K1_S298	0.3684281981325233	0.3112212566368079	0.5398667801619863
scipenn	single_original	69001	MAPK14_pSitePending_D3F9	0.5806395162493908	0.5035003425394289	0.78144163364537
scipenn	single_original	69001	RELA_pSitePending_93H1	0.5738996319984767	0.5057358144441333	0.7255713169367052
scipenn	single_original	69001	p-Rb	0.4581789889292391	0.3938088625675283	0.6532802002936853
scipenn	single_original	69001	HISTONE_H3_S28	0.5627523458592005	0.5400954536663897	0.6687915432393228
scipenn	single_original	69001	NFE2L2_S40	0.7647732570688437	0.6669848419921957	0.922783120448142
scipenn	single_original	69001	AKT_S473	0.4644135646789786	0.3698902541761339	0.8000224223670324
scipenn	single_original	69001	EIF4EBP1_T37_T46	0.25715168623682805	0.31909190175820196	0.45209868509561946
scipenn	single_original	69001	STAT6_Y641	0.5020067014250432	0.45165831555406805	0.6637872223086253
scipenn	single_original	69001	ZAP70_Y493	0.18734282242174696	0.179445123254892	0.28254683709889905
scipenn	single_original	69001	LCK_Y505	0.34169187874834733	0.2204790803035585	0.7074807668637608
scipenn	single_original	69001	STAT5A_Y694	0.2589295912305988	0.22372844621349028	0.478934365080295
scipenn	single_original	69001	PLCG1_Y783	0.2698987686650735	0.24878992395732014	0.46284411471378334
scipenn	mean3	69001	RPS6_pSitePending	0.5192051973198211	0.504041392766865	0.5697740875769636
scipenn	mean3	69001	STAT3_Y705	0.443937555781369	0.38949557643792077	0.7369289573793892
scipenn	mean3	69001	MAPK14_pSitePending	0.5368942650668518	0.32524500849666826	0.7889459678396583
scipenn	mean3	69001	CREB1_S133_ATF1_S63	0.37012694878273167	0.3456849348530915	0.43072683746461327
scipenn	mean3	69001	JUN_pSitePending	0.36152333950560417	0.3129161900639793	0.5745972801201458
scipenn	mean3	69001	LAT_Y226	0.27939417404734657	0.2622093209012167	0.26074579628475825
scipenn	mean3	69001	LCP2_S376	0.5122051572434088	0.4509594874828643	0.7246324402873497
scipenn	mean3	69001	MAP2K1_S298	0.3739853842265354	0.3152226042972179	0.5371371513680979
scipenn	mean3	69001	MAPK14_pSitePending_D3F9	0.603644316220501	0.5273526494754301	0.8102181075338172
scipenn	mean3	69001	RELA_pSitePending_93H1	0.5930355258794572	0.5161686521067247	0.7838761293474331
scipenn	mean3	69001	p-Rb	0.4785161009737621	0.41446511200341385	0.6900915941547815
scipenn	mean3	69001	HISTONE_H3_S28	0.5862811828523496	0.5624029899448979	0.720272007068291
scipenn	mean3	69001	NFE2L2_S40	0.7826045013104982	0.6894223602901869	0.935039086465387
scipenn	mean3	69001	AKT_S473	0.4727360050705667	0.3797372794948435	0.8020345192258094
scipenn	mean3	69001	EIF4EBP1_T37_T46	0.2756087444345523	0.32349057037992957	0.45067224140579604
scipenn	mean3	69001	STAT6_Y641	0.5183535005561284	0.4666477571218543	0.6861790487385754
scipenn	mean3	69001	ZAP70_Y493	0.18974286734164741	0.18358870899491964	0.2739914797411
scipenn	mean3	69001	LCK_Y505	0.343908126105725	0.23019428733150535	0.7160575577184917
scipenn	mean3	69001	STAT5A_Y694	0.2712084843170799	0.23563340074664496	0.48985429635812605
scipenn	mean3	69001	PLCG1_Y783	0.28382634536761064	0.26095111301363433	0.482992936836807
scipenn	rank3	69001	RPS6_pSitePending	0.5191845796591129	0.5033998828875027	0.5863098617351471
scipenn	rank3	69001	STAT3_Y705	0.444196342716958	0.38991456777849415	0.734698171194234
scipenn	rank3	69001	MAPK14_pSitePending	0.5369639448318289	0.32179093571536854	0.7891930908601694
scipenn	rank3	69001	CREB1_S133_ATF1_S63	0.3702315224587739	0.3464924346276947	0.43433015826368887
scipenn	rank3	69001	JUN_pSitePending	0.3618583697894424	0.3126164608842916	0.5728841164779531
scipenn	rank3	69001	LAT_Y226	0.27952036940232555	0.2600468185857959	0.26253099771864424
scipenn	rank3	69001	LCP2_S376	0.511791322678761	0.449184610612272	0.7316019773658213
scipenn	rank3	69001	MAP2K1_S298	0.3742621620844458	0.3148054693528643	0.5398421465926125
scipenn	rank3	69001	MAPK14_pSitePending_D3F9	0.603973808597896	0.5254168220287815	0.8085087604633702
scipenn	rank3	69001	RELA_pSitePending_93H1	0.5928604508311356	0.5151532546638667	0.77986061879986
scipenn	rank3	69001	p-Rb	0.4784046574415507	0.4153036997160855	0.6903763235155207
scipenn	rank3	69001	HISTONE_H3_S28	0.5859304636713559	0.5565548934444061	0.7107773307088042
scipenn	rank3	69001	NFE2L2_S40	0.7819086314558055	0.6607324884699279	0.9312873964397113
scipenn	rank3	69001	AKT_S473	0.4720428546085855	0.3642055430376389	0.7980691007094469
scipenn	rank3	69001	EIF4EBP1_T37_T46	0.2691075703164364	0.2586308404076959	0.24984471323711124
scipenn	rank3	69001	STAT6_Y641	0.5184178219002411	0.4672462014201823	0.6880692058954585
scipenn	rank3	69001	ZAP70_Y493	0.1901644895813911	0.183953703136926	0.2792631200930977
scipenn	rank3	69001	LCK_Y505	0.3434248245344365	0.23084591246922614	0.7197906419569091
scipenn	rank3	69001	STAT5A_Y694	0.27029741298111687	0.2346091545549714	0.4913308330804174
scipenn	rank3	69001	PLCG1_Y783	0.28451177383277954	0.2606701644982494	0.480702936184058
scipenn	single_original	69002	RPS6_pSitePending	0.4749042065129607	0.45278800696747784	0.6370908777056477
scipenn	single_original	69002	STAT3_Y705	0.4230150661614332	0.36806887425864504	0.6425844753925539
scipenn	single_original	69002	MAPK14_pSitePending	0.5026544286027177	0.2850586142115217	0.7352315251499626
scipenn	single_original	69002	CREB1_S133_ATF1_S63	0.3406931655771772	0.3117953122681484	0.4168383608598889
scipenn	single_original	69002	JUN_pSitePending	0.34665136555463016	0.26396473434150025	0.5903327230020898
scipenn	single_original	69002	LAT_Y226	0.2601329367559004	0.24618998780118637	0.2881965636501507
scipenn	single_original	69002	LCP2_S376	0.4746585016273972	0.40375780580529885	0.7037439814557941
scipenn	single_original	69002	MAP2K1_S298	0.33320975949523174	0.27260726118402	0.529664564414606
scipenn	single_original	69002	MAPK14_pSitePending_D3F9	0.6084201258942099	0.5020117189971374	0.8607008328863736
scipenn	single_original	69002	RELA_pSitePending_93H1	0.5802988783816149	0.4899252885905183	0.7903723005746301
scipenn	single_original	69002	p-Rb	0.4849932888548158	0.409021138357911	0.6419840080884301
scipenn	single_original	69002	HISTONE_H3_S28	0.5625071853085175	0.5548931758809155	0.644515341508073
scipenn	single_original	69002	NFE2L2_S40	0.7841748943903525	0.6664886334136251	0.9288631193475004
scipenn	single_original	69002	AKT_S473	0.49080041685786946	0.3674644392960406	0.7845602817018288
scipenn	single_original	69002	EIF4EBP1_T37_T46	0.2720506989596103	0.3751993682775733	0.5936304526978642
scipenn	single_original	69002	STAT6_Y641	0.5253688249436559	0.44309890534176594	0.7392794392350515
scipenn	single_original	69002	ZAP70_Y493	0.18264223058362927	0.16716031779800697	0.2714921079972677
scipenn	single_original	69002	LCK_Y505	0.34969856597053206	0.247291735900506	0.668709016475558
scipenn	single_original	69002	STAT5A_Y694	0.2610144901920431	0.22321704317792318	0.4588453207461428
scipenn	single_original	69002	PLCG1_Y783	0.24966255151999558	0.228940307300542	0.33150542208412703
scipenn	mean3	69002	RPS6_pSitePending	0.4962812459624265	0.47148852232529714	0.6708693212993273
scipenn	mean3	69002	STAT3_Y705	0.43580648703205	0.38677670529891706	0.6243232412904498
scipenn	mean3	69002	MAPK14_pSitePending	0.5321969840397117	0.32410402762937257	0.7437656821222265
scipenn	mean3	69002	CREB1_S133_ATF1_S63	0.36255933357957904	0.32884081240493906	0.4242948824649984
scipenn	mean3	69002	JUN_pSitePending	0.35173098888435705	0.27529807850780597	0.5956728131338351
scipenn	mean3	69002	LAT_Y226	0.28511528514663637	0.26362749490384474	0.28570098701042496
scipenn	mean3	69002	LCP2_S376	0.4942660011326038	0.42352430049527584	0.7384428538842343
scipenn	mean3	69002	MAP2K1_S298	0.36725643369287286	0.302232794597442	0.5419710616681154
scipenn	mean3	69002	MAPK14_pSitePending_D3F9	0.6085448840966255	0.5094076174604965	0.8649509577268552
scipenn	mean3	69002	RELA_pSitePending_93H1	0.5814851818336316	0.49266257924958584	0.7918098479103861
scipenn	mean3	69002	p-Rb	0.4912612263596386	0.4223153073332233	0.6137830056656001
scipenn	mean3	69002	HISTONE_H3_S28	0.5806044693780703	0.5710357506487862	0.6905090409168532
scipenn	mean3	69002	NFE2L2_S40	0.7894844668131485	0.6763441843763299	0.934521321521266
scipenn	mean3	69002	AKT_S473	0.5098273372583955	0.3802919721812384	0.7945230477106413
scipenn	mean3	69002	EIF4EBP1_T37_T46	0.27835274805740934	0.4032623136438341	0.496384326259712
scipenn	mean3	69002	STAT6_Y641	0.5381286136600101	0.4587644361438495	0.7480860875301313
scipenn	mean3	69002	ZAP70_Y493	0.20160606606190606	0.1815972065270926	0.32119929528289604
scipenn	mean3	69002	LCK_Y505	0.3660325600404454	0.26456791315865047	0.6689972285404541
scipenn	mean3	69002	STAT5A_Y694	0.2719360738745723	0.23317540983952795	0.4598908986329103
scipenn	mean3	69002	PLCG1_Y783	0.2504673864369972	0.2343729993377288	0.34844427182550686
scipenn	rank3	69002	RPS6_pSitePending	0.4966890137789214	0.4744563037288923	0.6602101019068227
scipenn	rank3	69002	STAT3_Y705	0.43605144329124584	0.38702875210222876	0.6248688404322871
scipenn	rank3	69002	MAPK14_pSitePending	0.5310497273872058	0.32394489924915504	0.7425000154124051
scipenn	rank3	69002	CREB1_S133_ATF1_S63	0.3607319606697021	0.3296430945348838	0.40810692510187596
scipenn	rank3	69002	JUN_pSitePending	0.3516588166382873	0.2760644069741354	0.601463561991776
scipenn	rank3	69002	LAT_Y226	0.28407178780477615	0.26235165933792076	0.2749733365391136
scipenn	rank3	69002	LCP2_S376	0.4936438692343541	0.4211404086015016	0.7344411770145555
scipenn	rank3	69002	MAP2K1_S298	0.3668768671288331	0.30408105501460597	0.5419124945285961
scipenn	rank3	69002	MAPK14_pSitePending_D3F9	0.6065632444480196	0.5079140005767594	0.8613013001904973
scipenn	rank3	69002	RELA_pSitePending_93H1	0.5819447693283425	0.4938386137881081	0.7898722003366069
scipenn	rank3	69002	p-Rb	0.49115336241921337	0.41908250264867325	0.6287761933825297
scipenn	rank3	69002	HISTONE_H3_S28	0.5807724911904983	0.5588162116524265	0.6510631477063259
scipenn	rank3	69002	NFE2L2_S40	0.788595818148039	0.6414195866912126	0.9283625244286622
scipenn	rank3	69002	AKT_S473	0.5089384720517052	0.3693185824562703	0.7952696246154605
scipenn	rank3	69002	EIF4EBP1_T37_T46	0.2728727440990571	0.28663788644994226	0.29580941263469446
scipenn	rank3	69002	STAT6_Y641	0.5382135054248186	0.4576060525673434	0.7495323876281541
scipenn	rank3	69002	ZAP70_Y493	0.20099569176293766	0.18261927306093903	0.31817075627323255
scipenn	rank3	69002	LCK_Y505	0.36574885998727363	0.2628496608790417	0.6675992200705382
scipenn	rank3	69002	STAT5A_Y694	0.27186807852216444	0.23293536026980463	0.46334913516346604
scipenn	rank3	69002	PLCG1_Y783	0.25080555088319817	0.23491074510997723	0.34493332593537884
scipenn	single_original	69003	RPS6_pSitePending	0.514093227675638	0.5064262827732384	0.569065411180759
scipenn	single_original	69003	STAT3_Y705	0.46007874954596184	0.3804581047666686	0.7590061787225995
scipenn	single_original	69003	MAPK14_pSitePending	0.5620516206512157	0.2239796330871102	0.7835642992761216
scipenn	single_original	69003	CREB1_S133_ATF1_S63	0.2688561028541928	0.29105982354111837	0.2108794954167631
scipenn	single_original	69003	JUN_pSitePending	0.3291009123856154	0.2768579236374526	0.5025083696131514
scipenn	single_original	69003	LAT_Y226	0.18077490139200364	0.17147893996472896	0.1769475335292542
scipenn	single_original	69003	LCP2_S376	0.48559254088746007	0.4343040238711307	0.6396417021057758
scipenn	single_original	69003	MAP2K1_S298	0.35169186179298806	0.23788594496875787	0.6525424502048377
scipenn	single_original	69003	MAPK14_pSitePending_D3F9	0.5669442549682512	0.46963293235829495	0.7489973780450884
scipenn	single_original	69003	RELA_pSitePending_93H1	0.5668035870853558	0.48086350812287704	0.7611939060492424
scipenn	single_original	69003	p-Rb	0.4153627983412926	0.3819933997188363	0.5397316166620632
scipenn	single_original	69003	HISTONE_H3_S28	0.5677611973802639	0.5526511544121843	0.6663829879005201
scipenn	single_original	69003	NFE2L2_S40	0.7719615812452143	0.6336170974219205	0.9144940771689191
scipenn	single_original	69003	AKT_S473	0.45999997416025373	0.33115025267541515	0.8113578128692158
scipenn	single_original	69003	EIF4EBP1_T37_T46	0.2599060660845351	0.279618153148515	0.48267505869544214
scipenn	single_original	69003	STAT6_Y641	0.47425172979784497	0.43733907384662374	0.5668747807088486
scipenn	single_original	69003	ZAP70_Y493	0.19725686773215168	0.1775273930624071	0.3560719885010522
scipenn	single_original	69003	LCK_Y505	0.36723101341618436	0.1901678345188585	0.7173454964073094
scipenn	single_original	69003	STAT5A_Y694	0.2542977047583199	0.23931902098288865	0.3446309588747675
scipenn	single_original	69003	PLCG1_Y783	0.2664341632756235	0.24458672392814135	0.4820460127883679
scipenn	mean3	69003	RPS6_pSitePending	0.4954823508232831	0.5089840407578495	0.4480490449066805
scipenn	mean3	69003	STAT3_Y705	0.4754099629548164	0.402901048524869	0.767640132748391
scipenn	mean3	69003	MAPK14_pSitePending	0.5846692936669322	0.2753918034413189	0.8029021499034912
scipenn	mean3	69003	CREB1_S133_ATF1_S63	0.36850517693514323	0.3472444536911589	0.4651431789772468
scipenn	mean3	69003	JUN_pSitePending	0.34204796024726963	0.30005843097463863	0.5160129733280787
scipenn	mean3	69003	LAT_Y226	0.24930995642957157	0.23300179512761568	0.25221613667676135
scipenn	mean3	69003	LCP2_S376	0.5022545683248594	0.4648345889243182	0.643071975606944
scipenn	mean3	69003	MAP2K1_S298	0.36676205817132956	0.26549572324874404	0.6708944756463439
scipenn	mean3	69003	MAPK14_pSitePending_D3F9	0.5812204184189336	0.4925571556969876	0.7636039313563743
scipenn	mean3	69003	RELA_pSitePending_93H1	0.5653576902491055	0.49604896146659616	0.7527316523292764
scipenn	mean3	69003	p-Rb	0.45613105425766787	0.4145869605734127	0.5856125097359052
scipenn	mean3	69003	HISTONE_H3_S28	0.5355259555621773	0.5563083049946279	0.5178062341312006
scipenn	mean3	69003	NFE2L2_S40	0.7710752105046563	0.6379867758801068	0.91908809718735
scipenn	mean3	69003	AKT_S473	0.47566117420179777	0.3506083906797776	0.8169196567942827
scipenn	mean3	69003	EIF4EBP1_T37_T46	0.2670075022500383	0.29360584667922895	0.42480643270904134
scipenn	mean3	69003	STAT6_Y641	0.49550332041608697	0.46749620440802436	0.587906823967372
scipenn	mean3	69003	ZAP70_Y493	0.2099798591721411	0.1988906625318436	0.3323453304812156
scipenn	mean3	69003	LCK_Y505	0.3925330050055341	0.22253108617067924	0.7403427640289106
scipenn	mean3	69003	STAT5A_Y694	0.27158366014868324	0.2328470108714093	0.4624538775708286
scipenn	mean3	69003	PLCG1_Y783	0.2830865631877121	0.2524282847261093	0.5661588580683211
scipenn	rank3	69003	RPS6_pSitePending	0.4958330288670822	0.5067330347208259	0.4319444686373217
scipenn	rank3	69003	STAT3_Y705	0.4743819367788565	0.4014339337109606	0.7703276157960963
scipenn	rank3	69003	MAPK14_pSitePending	0.5874774407138085	0.2810889514678976	0.812253595545414
scipenn	rank3	69003	CREB1_S133_ATF1_S63	0.3702446361073804	0.34761161496409637	0.4734179724599345
scipenn	rank3	69003	JUN_pSitePending	0.34174390786202646	0.2960754088193178	0.5208848663272573
scipenn	rank3	69003	LAT_Y226	0.2603695759619765	0.2424125361138132	0.2686914860702943
scipenn	rank3	69003	LCP2_S376	0.5033275928319728	0.45816637647166825	0.6423926396143296
scipenn	rank3	69003	MAP2K1_S298	0.3651709141598499	0.2665116773075083	0.6664713264636623
scipenn	rank3	69003	MAPK14_pSitePending_D3F9	0.5842876493689413	0.48677660354986485	0.7636752657829493
scipenn	rank3	69003	RELA_pSitePending_93H1	0.5658542783345323	0.49021600850209474	0.7533678558779153
scipenn	rank3	69003	p-Rb	0.45970392869364074	0.41170052098592497	0.5877649845842987
scipenn	rank3	69003	HISTONE_H3_S28	0.5355892667237162	0.5527677508985481	0.45252362123410217
scipenn	rank3	69003	NFE2L2_S40	0.7722231352265113	0.5880285416157456	0.9191312296313254
scipenn	rank3	69003	AKT_S473	0.4770941077488673	0.34379236164045424	0.8161582031851491
scipenn	rank3	69003	EIF4EBP1_T37_T46	0.2678974109924667	0.2630871084838066	0.24078095469559055
scipenn	rank3	69003	STAT6_Y641	0.4964239409021243	0.4655757918487972	0.5869599838751017
scipenn	rank3	69003	ZAP70_Y493	0.2100505410173416	0.19943155471353888	0.32112280422355405
scipenn	rank3	69003	LCK_Y505	0.3942578162739191	0.2214241219941147	0.7449081678030621
scipenn	rank3	69003	STAT5A_Y694	0.26914488327971303	0.2318139875909386	0.4486077395165105
scipenn	rank3	69003	PLCG1_Y783	0.2829294180265119	0.24927976078352426	0.5749885688631508
scipenn	single_original	69004	RPS6_pSitePending	0.40673595454679373	0.39730846488514254	0.45239252066993124
scipenn	single_original	69004	STAT3_Y705	0.3265951373766214	0.30387184068350453	0.5749484021744172
scipenn	single_original	69004	MAPK14_pSitePending	0.4911565198772712	0.17909368961093666	0.806078404676509
scipenn	single_original	69004	CREB1_S133_ATF1_S63	0.24042969486479482	0.20654473356043349	0.3562625035064237
scipenn	single_original	69004	JUN_pSitePending	0.3060688400435535	0.23101087311731025	0.6231252697841357
scipenn	single_original	69004	LAT_Y226	0.13703606520965386	0.13480520813679062	0.1522011715870228
scipenn	single_original	69004	LCP2_S376	0.4979453898029536	0.4359255432319386	0.7560026071774594
scipenn	single_original	69004	MAP2K1_S298	0.27645077556297565	0.17074192278254802	0.6037949262506133
scipenn	single_original	69004	MAPK14_pSitePending_D3F9	0.5219629517128176	0.3962165703164732	0.742098482144654
scipenn	single_original	69004	RELA_pSitePending_93H1	0.5308692590930993	0.41241343778564327	0.8174675961273475
scipenn	single_original	69004	p-Rb	0.40941634581148045	0.37732774011911363	0.6088790245837777
scipenn	single_original	69004	HISTONE_H3_S28	0.39888541347581385	0.45760417933276376	0.26212319036707893
scipenn	single_original	69004	NFE2L2_S40	0.7642386417260307	0.5491030673170783	0.8943029393995525
scipenn	single_original	69004	AKT_S473	0.475526309589302	0.35250000974523016	0.8229402866827364
scipenn	single_original	69004	EIF4EBP1_T37_T46	0.21887873037772276	0.21788628896139364	0.33656451388338426
scipenn	single_original	69004	STAT6_Y641	0.5347042582462971	0.4201692949391387	0.8196739221058503
scipenn	single_original	69004	ZAP70_Y493	0.1616367700225603	0.15729619532290537	0.2425348599093895
scipenn	single_original	69004	LCK_Y505	0.3420052096892278	0.17523352399511982	0.7199649912087849
scipenn	single_original	69004	STAT5A_Y694	0.2350308933936349	0.1850517190747834	0.5278195445489333
scipenn	single_original	69004	PLCG1_Y783	0.21129009926644665	0.2126599512718953	0.36540158870255957
scipenn	mean3	69004	RPS6_pSitePending	0.45691526270870114	0.43879671256168223	0.5773513984829249
scipenn	mean3	69004	STAT3_Y705	0.349453931514581	0.330240521362574	0.5878548572644269
scipenn	mean3	69004	MAPK14_pSitePending	0.5084322232565359	0.22571478145176796	0.8040978028328207
scipenn	mean3	69004	CREB1_S133_ATF1_S63	0.2864520513557965	0.25556616630553963	0.40591058794151674
scipenn	mean3	69004	JUN_pSitePending	0.3268934662353457	0.24605475660453718	0.6409643928065231
scipenn	mean3	69004	LAT_Y226	0.21642015214955992	0.2048141535748107	0.3004570774723521
scipenn	mean3	69004	LCP2_S376	0.5158261756934843	0.44695415720896364	0.7563771733152841
scipenn	mean3	69004	MAP2K1_S298	0.3012301845100183	0.2125128785168213	0.6160729943975256
scipenn	mean3	69004	MAPK14_pSitePending_D3F9	0.5433341546325281	0.420960300477367	0.7686257324472435
scipenn	mean3	69004	RELA_pSitePending_93H1	0.540563393150866	0.4248340519451028	0.8359346924224696
scipenn	mean3	69004	p-Rb	0.4496947918892729	0.4055016104184163	0.6311702275776784
scipenn	mean3	69004	HISTONE_H3_S28	0.4773354755823896	0.4873979070093197	0.573469381887838
scipenn	mean3	69004	NFE2L2_S40	0.7794439758522896	0.5874394589183661	0.9021565070393383
scipenn	mean3	69004	AKT_S473	0.4759201174172319	0.33904867479345097	0.8282684078515963
scipenn	mean3	69004	EIF4EBP1_T37_T46	0.2628207257535275	0.26783763346705597	0.4800574827653893
scipenn	mean3	69004	STAT6_Y641	0.5463879013688643	0.4317028267086948	0.8298130824616389
scipenn	mean3	69004	ZAP70_Y493	0.16607034276842364	0.15577052887639312	0.25970206385120526
scipenn	mean3	69004	LCK_Y505	0.3440860418012516	0.1890349280573868	0.7187431334675255
scipenn	mean3	69004	STAT5A_Y694	0.26100882138730414	0.22078175262554933	0.5503173339105156
scipenn	mean3	69004	PLCG1_Y783	0.22418487421335773	0.21653858661482084	0.3791171985409992
scipenn	rank3	69004	RPS6_pSitePending	0.45640475878401093	0.4377739073611573	0.5654679591936478
scipenn	rank3	69004	STAT3_Y705	0.349158792454339	0.32832397201755004	0.5839543587875393
scipenn	rank3	69004	MAPK14_pSitePending	0.5050273266909869	0.22278427286343716	0.8035195252867053
scipenn	rank3	69004	CREB1_S133_ATF1_S63	0.2865785433901745	0.257283476282247	0.4070231972259107
scipenn	rank3	69004	JUN_pSitePending	0.32473427068314137	0.23981068513877282	0.6369143964412931
scipenn	rank3	69004	LAT_Y226	0.2133352555331036	0.20321268710383897	0.28636525866214996
scipenn	rank3	69004	LCP2_S376	0.5172777086754834	0.4471061504615634	0.7592049012307701
scipenn	rank3	69004	MAP2K1_S298	0.3015795198898178	0.2098259694069277	0.6174418857762206
scipenn	rank3	69004	MAPK14_pSitePending_D3F9	0.5423990651487861	0.4105178334927638	0.7837800541067357
scipenn	rank3	69004	RELA_pSitePending_93H1	0.5402483369355241	0.42609264815172326	0.8364805239983129
scipenn	rank3	69004	p-Rb	0.4529473476088559	0.4090010619041752	0.6426934755260868
scipenn	rank3	69004	HISTONE_H3_S28	0.47618865656649906	0.4847663566383869	0.43916852888738667
scipenn	rank3	69004	NFE2L2_S40	0.7800338141920753	0.5350188687895387	0.8956188493837526
scipenn	rank3	69004	AKT_S473	0.47967080357965003	0.32363859177524484	0.8259314765750362
scipenn	rank3	69004	EIF4EBP1_T37_T46	0.26390180316912687	0.22490997542005664	0.29911447143666237
scipenn	rank3	69004	STAT6_Y641	0.5465135696229676	0.43138998900059483	0.8296336028539312
scipenn	rank3	69004	ZAP70_Y493	0.16663936322510575	0.15526843500662424	0.24882732459975435
scipenn	rank3	69004	LCK_Y505	0.34428693435502616	0.18960907946000155	0.716343774501328
scipenn	rank3	69004	STAT5A_Y694	0.26136088214591807	0.21866443413780073	0.5529319041225685
scipenn	rank3	69004	PLCG1_Y783	0.22459659761219444	0.21561451688121688	0.37582495932959237
scipenn	single_original	69005	RPS6_pSitePending	0.4284352656610922	0.42874415239453606	0.47771808785835096
scipenn	single_original	69005	STAT3_Y705	0.4306790500979201	0.38595131508568453	0.739537617554859
scipenn	single_original	69005	MAPK14_pSitePending	0.5659775435134797	0.31798631164348085	0.8033827234640962
scipenn	single_original	69005	CREB1_S133_ATF1_S63	0.34212572239962696	0.31885176320109465	0.390743597722843
scipenn	single_original	69005	JUN_pSitePending	0.34013076805428283	0.2729743462409096	0.5449203382577599
scipenn	single_original	69005	LAT_Y226	0.23218500625560232	0.24801880061351805	0.07969816599771481
scipenn	single_original	69005	LCP2_S376	0.5709660648418217	0.49060875227621087	0.7770332229806932
scipenn	single_original	69005	MAP2K1_S298	0.3141175768311503	0.24084017795323784	0.5796201623062726
scipenn	single_original	69005	MAPK14_pSitePending_D3F9	0.5930397702680222	0.48613340951086675	0.8164679342571705
scipenn	single_original	69005	RELA_pSitePending_93H1	0.5560217206827311	0.4822661286450535	0.782882767409838
scipenn	single_original	69005	p-Rb	0.5048265741476202	0.4204977815084585	0.669097720680866
scipenn	single_original	69005	HISTONE_H3_S28	0.5409916139340273	0.5091312569199893	0.742152755398002
scipenn	single_original	69005	NFE2L2_S40	0.7697500052455414	0.6395407828081198	0.919482231176998
scipenn	single_original	69005	AKT_S473	0.5402973282558443	0.3731444605911599	0.854851243664489
scipenn	single_original	69005	EIF4EBP1_T37_T46	0.2844594834483512	0.3214009110067552	0.4838568980165822
scipenn	single_original	69005	STAT6_Y641	0.5483266173542395	0.44468786518295367	0.7978389681539859
scipenn	single_original	69005	ZAP70_Y493	0.17984588731059628	0.18713702614167146	0.16283784779738958
