model	evaluation	test_dataset	target_id	target_index	n	spearman	pearson	component
SCP682-SC12-protein-residual	internal_cv_reconstruction	all	p-STAT5	40	745	0.06977352951271613	0.06394912642553194	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	all	p-STAT6	41	745	0.12045258473857465	0.11009436395597844	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	all	p-Src	42	745	0.18385202899448538	0.19943540290104128	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	all	p-TOR	43	745	0.12373443525258922	0.1254810214515989	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	all	p-c-Jun	44	745	0.1414312036568984	0.142953305024198	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	all	p-p65	45	745	0.15929594273281153	0.16802171271371813	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	iccite_seq_tcell_2025	RPS6_pSitePending	0	11440	0.4380302010614218	0.4629322414797965	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	iccite_seq_tcell_2025	STAT3_Y705	1	11440	0.271185964090831	0.2605037757547333	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	iccite_seq_tcell_2025	MAPK14_pSitePending	2	11440	0.29307243025196095	0.1363163154659874	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	iccite_seq_tcell_2025	CREB1_S133_ATF1_S63	5	11440	0.3242497041203259	0.09720930825609518	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	iccite_seq_tcell_2025	HM0025_phospho_p44_42_197G2	7	11440	0.27157138184054097	0.27346148402662734	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	iccite_seq_tcell_2025	JUN_pSitePending	8	11440	0.2375892486834624	0.2321477433647009	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	iccite_seq_tcell_2025	LAT_Y226	9	11440	0.3409286176647347	0.07225059567480004	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	iccite_seq_tcell_2025	LCP2_S376	10	11440	0.4623571655799911	0.47083241165182205	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	iccite_seq_tcell_2025	MAP2K1_S298	11	11440	0.3291240421770877	0.16946745738996594	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	iccite_seq_tcell_2025	MAPK14_pSitePending_D3F9	12	11440	0.3381702604944417	0.32214250273299044	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	iccite_seq_tcell_2025	RELA_pSitePending_93H1	18	11440	0.21740911146456385	0.20797369885340702	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	iccite_seq_tcell_2025	STAT5A_STAT5B_Y694_Y699	21	11440	0.4155367947941345	0.14706973813273552	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	RPS6_pSitePending	0	745	0.29776044188958745	0.25315890497038895	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	MAPK14_pSitePending	2	745	0.15301992851575355	0.1343489367187017	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	AKT_pSitePending	3	745	0.21798786248971588	0.22767360945193227	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	BTK_pSitePending	4	745	0.12291148729004703	0.10946178742741469	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	MAPK1_MAPK3_pSitePending	14	745	0.047754217509154304	0.07605289310525955	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	PLCG2_Y759	15	745	0.20517581345480362	0.18141215432393015	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	PLCG2_pSitePending	16	745	0.1228457199351601	0.12012519973868471	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	SYK_pSitePending	22	745	0.13599923314512077	0.15116041483099882	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	p-AMPK-a1/2	23	745	0.17201752270998502	0.17892408118920167	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	p-AMPK-b1	24	745	0.07154514817958679	0.09264009090276343	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	p-BLNK	25	745	0.03920840948664148	0.057873313306404384	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	p-CD79a	26	745	0.022224567167043435	0.045687682721636036	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	p-CDK1	27	745	0.24755497610498342	0.27298874184760463	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	p-CDK4	28	745	0.055708303729899336	0.04285844498672995	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	p-HistonH2A.X	30	745	0.07162541324978777	0.03615618166558467	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	p-HistonH3	31	745	0.05630206636304864	0.07563776294761249	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	p-IKKa/b	32	745	0.06055258216146814	0.05698733235676237	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	p-IRAK4	33	745	0.06951960575572654	0.07811965952577327	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	p-JAK1	34	745	0.12201049389741278	0.12509303372045458	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	p-JNK	35	745	0.1432997649631593	0.14153003923624424	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	p-PKC-b1	36	745	0.06834810075274128	0.0453261319084646	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	p-Rb	37	745	0.270481758135084	0.2910841055058356	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	p-STAT5	40	745	0.06977352951271613	0.06394912642553194	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	p-STAT6	41	745	0.12045258473857465	0.11009436395597844	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	p-Src	42	745	0.18385202899448538	0.19943540290104128	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	p-TOR	43	745	0.12373443525258922	0.1254810214515989	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	p-c-Jun	44	745	0.1414312036568984	0.142953305024198	protein_plus_residual
SCP682-SC12-protein-residual	internal_cv_reconstruction	qurie_seq_bjab_2021	p-p65	45	745	0.15929594273281153	0.16802171271371813	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	RPS6_pSitePending	0	20000	-0.011582091306745203	0.010893053641598928	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	STAT3_Y705	1	18721	0.044963255589732395	0.028185998851810133	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	MAPK14_pSitePending	2	20000	-0.006630705535354822	-0.008689700517264639	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	AKT_pSitePending	3	1279	0.11311197496868637	0.11502495848738238	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	BTK_pSitePending	4	1279	0.014658234035565041	0.01994626179232912	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	CREB1_S133_ATF1_S63	5	18721	0.014085662315008712	-0.00806648044365218	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	HM0025_phospho_p44_42_197G2	7	18721	-0.00014311518187344775	0.012847867666057583	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	JUN_pSitePending	8	18721	0.039700594519755314	0.020949790610546023	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	LAT_Y226	9	18721	0.05692499440483705	0.007724904893719037	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	LCP2_S376	10	18721	0.013009271166569102	0.008804831364545507	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	MAP2K1_S298	11	18721	0.06737154957399727	0.011507130323409871	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	MAPK14_pSitePending_D3F9	12	18721	0.06472927025810103	0.039554248596956776	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	MAPK1_MAPK3_pSitePending	14	1279	0.0027844805327539852	-0.0063002719315787895	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	PLCG2_Y759	15	1279	0.09955637287996494	0.06418700296568423	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	PLCG2_pSitePending	16	1279	0.00703573743296965	0.020769532174543668	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	RELA_pSitePending_93H1	18	18721	0.08689580513214255	0.06653191843605963	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	STAT5A_STAT5B_Y694_Y699	21	18721	0.11452845317291192	0.01110158348366511	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	SYK_pSitePending	22	1279	0.03585262875483298	-0.011277611593690999	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-AMPK-a1/2	23	1279	0.02997526669646761	0.039219340091944936	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-AMPK-b1	24	1279	0.029231672208787012	0.03180778973958466	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-BLNK	25	1279	-0.0026253485423522543	-0.002179693822287691	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-CD79a	26	1279	0.02471177822288127	0.0040012506212931	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-CDK1	27	1279	0.12022292202216518	0.1454923610728453	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-CDK4	28	1279	-0.0410237221253094	-0.03159345219577916	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-HistonH2A.X	30	1279	0.10282944175988235	0.14561697708466842	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-HistonH3	31	1279	-0.004364029670849947	0.009304258247298771	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-IKKa/b	32	1279	-0.0171234404482641	0.010334255064957661	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-IRAK4	33	1279	0.0707932198077229	0.05853767182117293	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-JAK1	34	1279	0.04564454436914114	0.021535142227645694	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-JNK	35	1279	-0.028050811519469858	-0.006525328177051809	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-PKC-b1	36	1279	0.03519098056988114	0.026903593217404598	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-Rb	37	1279	-0.004210987067204982	0.022126704828645836	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-STAT5	40	1279	0.0527192031484563	0.044237157282690204	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-STAT6	41	1279	0.02382005771103528	0.04637361205450972	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-Src	42	1279	0.008835723509247002	-0.010029069866275274	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-TOR	43	1279	0.004398186267077108	0.0056287520721464545	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-c-Jun	44	1279	-0.0016834822361245047	-0.03482879817067951	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-p65	45	1279	0.008978821060685151	-0.01526453956540234	protein_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	RPS6_pSitePending	0	18721	-0.01429567132606253	0.0035306507322089313	protein_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	STAT3_Y705	1	18721	0.044963255589732395	0.028185998851810133	protein_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	MAPK14_pSitePending	2	18721	-0.0041274499195746725	-0.009073279341191495	protein_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	CREB1_S133_ATF1_S63	5	18721	0.014085662315008712	-0.00806648044365218	protein_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	HM0025_phospho_p44_42_197G2	7	18721	-0.00014311518187344775	0.012847867666057583	protein_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	JUN_pSitePending	8	18721	0.039700594519755314	0.020949790610546023	protein_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	LAT_Y226	9	18721	0.05692499440483705	0.007724904893719037	protein_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	LCP2_S376	10	18721	0.013009271166569102	0.008804831364545507	protein_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	MAP2K1_S298	11	18721	0.06737154957399727	0.011507130323409871	protein_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	MAPK14_pSitePending_D3F9	12	18721	0.06472927025810103	0.039554248596956776	protein_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	RELA_pSitePending_93H1	18	18721	0.08689580513214255	0.06653191843605963	protein_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	STAT5A_STAT5B_Y694_Y699	21	18721	0.11452845317291192	0.01110158348366511	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	RPS6_pSitePending	0	1279	0.20861187829255662	0.1556832587076709	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	MAPK14_pSitePending	2	1279	0.04033840417970626	0.015943356259068495	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	AKT_pSitePending	3	1279	0.11311197496868637	0.11502495848738238	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	BTK_pSitePending	4	1279	0.014658234035565041	0.01994626179232912	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	MAPK1_MAPK3_pSitePending	14	1279	0.0027844805327539852	-0.0063002719315787895	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	PLCG2_Y759	15	1279	0.09955637287996494	0.06418700296568423	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	PLCG2_pSitePending	16	1279	0.00703573743296965	0.020769532174543668	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	SYK_pSitePending	22	1279	0.03585262875483298	-0.011277611593690999	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-AMPK-a1/2	23	1279	0.02997526669646761	0.039219340091944936	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-AMPK-b1	24	1279	0.029231672208787012	0.03180778973958466	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-BLNK	25	1279	-0.0026253485423522543	-0.002179693822287691	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-CD79a	26	1279	0.02471177822288127	0.0040012506212931	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-CDK1	27	1279	0.12022292202216518	0.1454923610728453	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-CDK4	28	1279	-0.0410237221253094	-0.03159345219577916	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-HistonH2A.X	30	1279	0.10282944175988235	0.14561697708466842	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-HistonH3	31	1279	-0.004364029670849947	0.009304258247298771	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-IKKa/b	32	1279	-0.0171234404482641	0.010334255064957661	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-IRAK4	33	1279	0.0707932198077229	0.05853767182117293	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-JAK1	34	1279	0.04564454436914114	0.021535142227645694	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-JNK	35	1279	-0.028050811519469858	-0.006525328177051809	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-PKC-b1	36	1279	0.03519098056988114	0.026903593217404598	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-Rb	37	1279	-0.004210987067204982	0.022126704828645836	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-STAT5	40	1279	0.0527192031484563	0.044237157282690204	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-STAT6	41	1279	0.02382005771103528	0.04637361205450972	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-Src	42	1279	0.008835723509247002	-0.010029069866275274	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-TOR	43	1279	0.004398186267077108	0.0056287520721464545	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-c-Jun	44	1279	-0.0016834822361245047	-0.03482879817067951	protein_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-p65	45	1279	0.008978821060685151	-0.01526453956540234	protein_only
SCP682-SC12-protein-residual	train_reconstruction	all	RPS6_pSitePending	0	20000	0.5194240425007993	0.5657602453855934	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	STAT3_Y705	1	18721	0.29142599122764473	0.19272057613136984	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	MAPK14_pSitePending	2	20000	0.3861439898990165	0.11718539648283546	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	AKT_pSitePending	3	1279	0.3406094459920011	0.3519162171956676	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	BTK_pSitePending	4	1279	0.1749199400672754	0.22142593894894358	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	CREB1_S133_ATF1_S63	5	18721	0.32873902224334695	0.06378517651839612	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	HM0025_phospho_p44_42_197G2	7	18721	0.2645866580030808	0.226478796627541	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	JUN_pSitePending	8	18721	0.2503426948152066	0.16678707785285582	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	LAT_Y226	9	18721	0.3478998659575565	0.05548867452295616	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	LCP2_S376	10	18721	0.46113066956339527	0.4583765090117838	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	MAP2K1_S298	11	18721	0.33137424018407285	0.11375409742773834	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	MAPK14_pSitePending_D3F9	12	18721	0.346886371105513	0.24671643643790558	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	MAPK1_MAPK3_pSitePending	14	1279	0.16707578597500192	0.1966625094217052	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	PLCG2_Y759	15	1279	0.18097570380532213	0.20852666474629972	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	PLCG2_pSitePending	16	1279	0.2520343368699212	0.2822287213246383	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	RELA_pSitePending_93H1	18	18721	0.20765796071469855	0.18425965471343964	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	STAT5A_STAT5B_Y694_Y699	21	18721	0.4348954439563487	0.10646924320065855	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	SYK_pSitePending	22	1279	0.17340486059378923	0.1847995193472869	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-AMPK-a1/2	23	1279	0.31484717194403045	0.3448462978744003	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-AMPK-b1	24	1279	0.20108497385650942	0.2513029124460514	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-BLNK	25	1279	0.08015343457102377	0.10111798407158695	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-CD79a	26	1279	0.07130125519286896	0.07197251175783748	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-CDK1	27	1279	0.35443644735952035	0.38711811294079146	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-CDK4	28	1279	0.15877696058975108	0.1781633667382912	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-HistonH2A.X	30	1279	0.17040898218452602	0.11703922341446002	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-HistonH3	31	1279	0.09914256709765687	0.13010583665299003	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-IKKa/b	32	1279	0.13729887453360348	0.1628809884878299	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-IRAK4	33	1279	0.17974376242868256	0.20361966900036815	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-JAK1	34	1279	0.1585764737784433	0.18429330494274393	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-JNK	35	1279	0.18470724708057087	0.242064594974848	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-PKC-b1	36	1279	0.10224222558707158	0.13382891369179584	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-Rb	37	1279	0.2663433144530061	0.29711861546789403	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-STAT5	40	1279	0.17552607855142519	0.20373781975081853	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-STAT6	41	1279	0.15938689944393594	0.18616393074042797	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-Src	42	1279	0.22649564237998	0.2413045305077857	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-TOR	43	1279	0.17385211091559508	0.1879742123333576	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-c-Jun	44	1279	0.08414999470136009	0.07720512861268897	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	p-p65	45	1279	0.24055671369632545	0.2993958226258363	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	RPS6_pSitePending	0	18721	0.44451262612891	0.4649603003223099	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	STAT3_Y705	1	18721	0.29142599122764473	0.19272057613136984	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	MAPK14_pSitePending	2	18721	0.2974341610574614	0.08354909628258286	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	CREB1_S133_ATF1_S63	5	18721	0.32873902224334695	0.06378517651839612	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	HM0025_phospho_p44_42_197G2	7	18721	0.2645866580030808	0.226478796627541	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	JUN_pSitePending	8	18721	0.2503426948152066	0.16678707785285582	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	LAT_Y226	9	18721	0.3478998659575565	0.05548867452295616	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	LCP2_S376	10	18721	0.46113066956339527	0.4583765090117838	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	MAP2K1_S298	11	18721	0.33137424018407285	0.11375409742773834	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	MAPK14_pSitePending_D3F9	12	18721	0.346886371105513	0.24671643643790558	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	RELA_pSitePending_93H1	18	18721	0.20765796071469855	0.18425965471343964	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	STAT5A_STAT5B_Y694_Y699	21	18721	0.4348954439563487	0.10646924320065855	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	RPS6_pSitePending	0	1279	0.3120323439732239	0.2658208337149844	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	MAPK14_pSitePending	2	1279	0.24679000316518213	0.25099046125968455	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	AKT_pSitePending	3	1279	0.3406094459920011	0.3519162171956676	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	BTK_pSitePending	4	1279	0.1749199400672754	0.22142593894894358	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	MAPK1_MAPK3_pSitePending	14	1279	0.16707578597500192	0.1966625094217052	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	PLCG2_Y759	15	1279	0.18097570380532213	0.20852666474629972	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	PLCG2_pSitePending	16	1279	0.2520343368699212	0.2822287213246383	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	SYK_pSitePending	22	1279	0.17340486059378923	0.1847995193472869	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-AMPK-a1/2	23	1279	0.31484717194403045	0.3448462978744003	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-AMPK-b1	24	1279	0.20108497385650942	0.2513029124460514	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-BLNK	25	1279	0.08015343457102377	0.10111798407158695	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-CD79a	26	1279	0.07130125519286896	0.07197251175783748	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-CDK1	27	1279	0.35443644735952035	0.38711811294079146	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-CDK4	28	1279	0.15877696058975108	0.1781633667382912	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-HistonH2A.X	30	1279	0.17040898218452602	0.11703922341446002	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-HistonH3	31	1279	0.09914256709765687	0.13010583665299003	phospho_residual_only
