model	sample	dataset	target_id	target_index	pathway	mean_attention
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-HistonH3	31	ERK_axis	0.22851110994815826
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-HistonH3	31	NFkB_axis	0.0008074018405750394
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-HistonH3	31	AKT_mTOR_S6_axis	0.07683245092630386
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-HistonH3	31	cell_cycle	7.063239172566682e-05
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-HistonH3	31	stress_ifn	0.041474830359220505
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-HistonH3	31	ribosomal	0.4574510455131531
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-HistonH3	31	random_control	0.1310281902551651
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-IKKa/b	32	BCR_BTK_axis	0.01936226710677147
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-IKKa/b	32	BTK_PLCG2_axis	9.270200825994834e-05
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-IKKa/b	32	ERK_axis	0.2810472846031189
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-IKKa/b	32	NFkB_axis	3.060325298065436e-06
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-IKKa/b	32	AKT_mTOR_S6_axis	0.09684359282255173
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-IKKa/b	32	cell_cycle	1.3108466134781338e-07
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-IKKa/b	32	stress_ifn	0.0413314513862133
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-IKKa/b	32	ribosomal	0.4494819641113281
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-IKKa/b	32	random_control	0.11183757334947586
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-IRAK4	33	BCR_BTK_axis	0.08058542013168335
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-IRAK4	33	BTK_PLCG2_axis	0.00010859504982363433
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-IRAK4	33	ERK_axis	0.20635907351970673
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-IRAK4	33	NFkB_axis	0.011827131733298302
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-IRAK4	33	AKT_mTOR_S6_axis	0.05349413678050041
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-IRAK4	33	cell_cycle	0.00022803727188147604
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-IRAK4	33	stress_ifn	0.03838470205664635
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-IRAK4	33	ribosomal	0.46264922618865967
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-IRAK4	33	random_control	0.14636370539665222
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-JAK1	34	BCR_BTK_axis	2.3976597770332386e-30
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-JAK1	34	BTK_PLCG2_axis	2.8923651639835773e-30
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-JAK1	34	ERK_axis	0.043172288686037064
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-JAK1	34	NFkB_axis	0.016272900626063347
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-JAK1	34	AKT_mTOR_S6_axis	0.050645612180233
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-JAK1	34	cell_cycle	6.47255583317019e-05
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-JAK1	34	stress_ifn	0.17119042575359344
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-JAK1	34	ribosomal	0.674651563167572
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-JAK1	34	random_control	0.04400239884853363
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-JNK	35	BCR_BTK_axis	0.01554134488105774
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-JNK	35	BTK_PLCG2_axis	0.00020957928791176528
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-JNK	35	ERK_axis	0.28725868463516235
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-JNK	35	NFkB_axis	4.38006821923409e-08
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-JNK	35	AKT_mTOR_S6_axis	0.0997229740023613
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-JNK	35	cell_cycle	7.822468006679628e-08
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-JNK	35	stress_ifn	0.04149070754647255
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-JNK	35	ribosomal	0.44710442423820496
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-JNK	35	random_control	0.10867240279912949
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-PKC-b1	36	BCR_BTK_axis	0.24276462197303772
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-PKC-b1	36	BTK_PLCG2_axis	0.002455690875649452
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-PKC-b1	36	ERK_axis	0.02750549465417862
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-PKC-b1	36	NFkB_axis	0.05016462132334709
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-PKC-b1	36	AKT_mTOR_S6_axis	0.013857695274055004
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-PKC-b1	36	cell_cycle	0.002400742843747139
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-PKC-b1	36	stress_ifn	0.0162061657756567
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-PKC-b1	36	ribosomal	0.4739551544189453
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-PKC-b1	36	random_control	0.17068986594676971
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-Rb	37	BCR_BTK_axis	0.6089707612991333
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-Rb	37	BTK_PLCG2_axis	0.1375313401222229
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-Rb	37	ERK_axis	8.192986029886615e-29
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-Rb	37	NFkB_axis	4.309953815281181e-13
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-Rb	37	AKT_mTOR_S6_axis	0.1318282037973404
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-Rb	37	cell_cycle	0.004318790044635534
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-Rb	37	stress_ifn	0.030354386195540428
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-Rb	37	ribosomal	1.8890096048348944e-38
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-Rb	37	random_control	0.08699619770050049
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-STAT5	40	BCR_BTK_axis	0.015301400795578957
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-STAT5	40	BTK_PLCG2_axis	0.00011521159467520192
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-STAT5	40	ERK_axis	0.2853207290172577
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-STAT5	40	NFkB_axis	1.3223800578998635e-06
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-STAT5	40	AKT_mTOR_S6_axis	0.09776382148265839
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-STAT5	40	cell_cycle	9.151999336154404e-08
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-STAT5	40	stress_ifn	0.0414193794131279
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-STAT5	40	ribosomal	0.44926944375038147
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-STAT5	40	random_control	0.11080854386091232
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-STAT6	41	BCR_BTK_axis	0.01714329607784748
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-STAT6	41	BTK_PLCG2_axis	0.00010709476191550493
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-STAT6	41	ERK_axis	0.2834884226322174
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-STAT6	41	NFkB_axis	1.4195207995726378e-06
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-STAT6	41	AKT_mTOR_S6_axis	0.09761878103017807
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-STAT6	41	cell_cycle	8.78690471495247e-08
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-STAT6	41	stress_ifn	0.04131779819726944
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-STAT6	41	ribosomal	0.44925957918167114
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-STAT6	41	random_control	0.11106358468532562
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-Src	42	BCR_BTK_axis	7.838028235590846e-32
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-Src	42	BTK_PLCG2_axis	5.533541392515029e-34
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-Src	42	ERK_axis	0.04567449167370796
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-Src	42	NFkB_axis	0.01899276301264763
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-Src	42	AKT_mTOR_S6_axis	0.03321482241153717
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-Src	42	cell_cycle	6.37860139249824e-05
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-Src	42	stress_ifn	0.16081233322620392
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-Src	42	ribosomal	0.6608301401138306
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-Src	42	random_control	0.08041214197874069
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-TOR	43	BCR_BTK_axis	0.017492568120360374
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-TOR	43	BTK_PLCG2_axis	8.450864697806537e-05
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-TOR	43	ERK_axis	0.2825259268283844
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-TOR	43	NFkB_axis	6.523269348690519e-06
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-TOR	43	AKT_mTOR_S6_axis	0.09626426547765732
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-TOR	43	cell_cycle	1.8089656350639416e-07
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-TOR	43	stress_ifn	0.041558150202035904
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-TOR	43	ribosomal	0.4498729407787323
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-TOR	43	random_control	0.11219508200883865
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-c-Jun	44	BCR_BTK_axis	0.0853806808590889
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-c-Jun	44	BTK_PLCG2_axis	7.541920058429241e-05
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-c-Jun	44	ERK_axis	0.1970539689064026
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-c-Jun	44	NFkB_axis	0.041782062500715256
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-c-Jun	44	AKT_mTOR_S6_axis	0.023384584113955498
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-c-Jun	44	cell_cycle	0.00027424702420830727
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-c-Jun	44	stress_ifn	0.026187967509031296
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-c-Jun	44	ribosomal	0.4668179452419281
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-c-Jun	44	random_control	0.15904293954372406
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-p65	45	BCR_BTK_axis	0.03484253212809563
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-p65	45	BTK_PLCG2_axis	0.00043693362385965884
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-p65	45	ERK_axis	0.27056339383125305
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-p65	45	NFkB_axis	1.0372856422691257e-06
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-p65	45	AKT_mTOR_S6_axis	0.1008233055472374
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-p65	45	cell_cycle	3.4313000014662975e-06
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-p65	45	stress_ifn	0.043905872851610184
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-p65	45	ribosomal	0.4444964826107025
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	p-p65	45	random_control	0.1049271672964096
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	HISTONE_H3_S28	46	BCR_BTK_axis	0.6122919917106628
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	HISTONE_H3_S28	46	BTK_PLCG2_axis	0.1343861073255539
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	HISTONE_H3_S28	46	ERK_axis	4.5920729252618615e-23
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	HISTONE_H3_S28	46	NFkB_axis	1.6805586089407853e-10
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	HISTONE_H3_S28	46	AKT_mTOR_S6_axis	0.12122451514005661
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	HISTONE_H3_S28	46	cell_cycle	0.003928444813936949
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	HISTONE_H3_S28	46	stress_ifn	0.033518679440021515
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	HISTONE_H3_S28	46	ribosomal	3.3138083827364313e-31
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	HISTONE_H3_S28	46	random_control	0.09465117752552032
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	NFE2L2_S40	47	BCR_BTK_axis	1.1011270263952784e-26
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	NFE2L2_S40	47	BTK_PLCG2_axis	8.768950089045568e-27
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	NFE2L2_S40	47	ERK_axis	0.038759745657444
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	NFE2L2_S40	47	NFkB_axis	0.0174137894064188
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	NFE2L2_S40	47	AKT_mTOR_S6_axis	0.05257187411189079
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	NFE2L2_S40	47	cell_cycle	6.470086373155937e-05
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	NFE2L2_S40	47	stress_ifn	0.1803964227437973
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	NFE2L2_S40	47	ribosomal	0.6790093183517456
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	NFE2L2_S40	47	random_control	0.03178498148918152
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	AKT_S473	48	BCR_BTK_axis	0.027176106348633766
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	AKT_S473	48	BTK_PLCG2_axis	0.00044484875979833305
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	AKT_S473	48	ERK_axis	0.27656883001327515
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	AKT_S473	48	NFkB_axis	1.0177400326938368e-06
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	AKT_S473	48	AKT_mTOR_S6_axis	0.10133567452430725
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	AKT_S473	48	cell_cycle	2.2151361918076873e-06
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	AKT_S473	48	stress_ifn	0.044085051864385605
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	AKT_S473	48	ribosomal	0.4461514353752136
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	AKT_S473	48	random_control	0.10423491150140762
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	EIF4EBP1_T37_T46	49	BCR_BTK_axis	0.025822965428233147
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	EIF4EBP1_T37_T46	49	BTK_PLCG2_axis	0.0004252527724020183
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	EIF4EBP1_T37_T46	49	ERK_axis	0.2778552174568176
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	EIF4EBP1_T37_T46	49	NFkB_axis	4.225844634220266e-07
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	EIF4EBP1_T37_T46	49	AKT_mTOR_S6_axis	0.10124651342630386
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	EIF4EBP1_T37_T46	49	cell_cycle	1.0257170970362495e-06
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	EIF4EBP1_T37_T46	49	stress_ifn	0.043558407574892044
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	EIF4EBP1_T37_T46	49	ribosomal	0.4462198317050934
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	EIF4EBP1_T37_T46	49	random_control	0.1048702746629715
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	STAT6_Y641	50	BCR_BTK_axis	0.04641364887356758
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	STAT6_Y641	50	BTK_PLCG2_axis	0.00044698629062622786
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	STAT6_Y641	50	ERK_axis	0.26176947355270386
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	STAT6_Y641	50	NFkB_axis	1.2415418950695312e-06
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	STAT6_Y641	50	AKT_mTOR_S6_axis	0.10118240863084793
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	STAT6_Y641	50	cell_cycle	5.531139777303906e-06
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	STAT6_Y641	50	stress_ifn	0.044023025780916214
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	STAT6_Y641	50	ribosomal	0.4417259395122528
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	STAT6_Y641	50	random_control	0.10443155467510223
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	ZAP70_Y493	51	BCR_BTK_axis	0.07973857969045639
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	ZAP70_Y493	51	BTK_PLCG2_axis	8.562956645619124e-05
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	ZAP70_Y493	51	ERK_axis	0.1921250969171524
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	ZAP70_Y493	51	NFkB_axis	0.07945216447114944
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	ZAP70_Y493	51	AKT_mTOR_S6_axis	0.005613572429865599
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	ZAP70_Y493	51	cell_cycle	0.00017649520304985344
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	ZAP70_Y493	51	stress_ifn	0.016609977930784225
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	ZAP70_Y493	51	ribosomal	0.47680842876434326
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	ZAP70_Y493	51	random_control	0.1493900865316391
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	LCK_Y505	52	BCR_BTK_axis	1.4690745351378941e-29
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	LCK_Y505	52	BTK_PLCG2_axis	8.94482904753978e-32
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	LCK_Y505	52	ERK_axis	0.04161231219768524
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	LCK_Y505	52	NFkB_axis	0.01608562096953392
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	LCK_Y505	52	AKT_mTOR_S6_axis	0.03810976445674896
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	LCK_Y505	52	cell_cycle	6.472977838711813e-05
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	LCK_Y505	52	stress_ifn	0.1691795140504837
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	LCK_Y505	52	ribosomal	0.6753588914871216
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	LCK_Y505	52	random_control	0.05958950147032738
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	STAT5A_Y694	53	BCR_BTK_axis	0.025833027437329292
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	STAT5A_Y694	53	BTK_PLCG2_axis	0.0003822913276962936
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	STAT5A_Y694	53	ERK_axis	0.2778657376766205
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	STAT5A_Y694	53	NFkB_axis	4.580710424306744e-07
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	STAT5A_Y694	53	AKT_mTOR_S6_axis	0.09936733543872833
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	STAT5A_Y694	53	cell_cycle	2.6370521482022014e-06
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	STAT5A_Y694	53	stress_ifn	0.04375918209552765
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	STAT5A_Y694	53	ribosomal	0.44619837403297424
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	STAT5A_Y694	53	random_control	0.1065911203622818
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	PLCG1_Y783	54	BCR_BTK_axis	1.7218421224326522e-23
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	PLCG1_Y783	54	BTK_PLCG2_axis	2.6616764103551303e-20
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	PLCG1_Y783	54	ERK_axis	0.054578930139541626
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	PLCG1_Y783	54	NFkB_axis	0.10975250601768494
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	PLCG1_Y783	54	AKT_mTOR_S6_axis	4.109295659304735e-08
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	PLCG1_Y783	54	cell_cycle	3.4627473111115137e-10
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	PLCG1_Y783	54	stress_ifn	0.0036101771984249353
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	PLCG1_Y783	54	ribosomal	0.5700674057006836
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	PLCG1_Y783	54	random_control	0.2619900107383728
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	CTNND1_T310	55	BCR_BTK_axis	0.24213635921478271
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	CTNND1_T310	55	BTK_PLCG2_axis	0.004280911758542061
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	CTNND1_T310	55	ERK_axis	0.02912476658821106
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	CTNND1_T310	55	NFkB_axis	0.037002090364694595
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	CTNND1_T310	55	AKT_mTOR_S6_axis	0.024829097092151642
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	CTNND1_T310	55	cell_cycle	0.0017675543203949928
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	CTNND1_T310	55	stress_ifn	0.028500109910964966
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	CTNND1_T310	55	ribosomal	0.47217729687690735
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	CTNND1_T310	55	random_control	0.1601821482181549
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	PDPK1_S241	56	BCR_BTK_axis	0.012439609505236149
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	PDPK1_S241	56	BTK_PLCG2_axis	6.593947910005227e-05
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	PDPK1_S241	56	ERK_axis	0.28154128789901733
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	PDPK1_S241	56	NFkB_axis	0.0003230866859667003
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	PDPK1_S241	56	AKT_mTOR_S6_axis	0.08370551466941833
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	PDPK1_S241	56	cell_cycle	0.00012596920714713633
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	PDPK1_S241	56	stress_ifn	0.04797769710421562
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	PDPK1_S241	56	ribosomal	0.4558730125427246
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	PDPK1_S241	56	random_control	0.11794795095920563
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	MAP2K4_S257	57	BCR_BTK_axis	1.3495953243847225e-09
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	MAP2K4_S257	57	BTK_PLCG2_axis	1.231951606700532e-11
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	MAP2K4_S257	57	ERK_axis	0.0032741338945925236
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	MAP2K4_S257	57	NFkB_axis	0.13094620406627655
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	MAP2K4_S257	57	AKT_mTOR_S6_axis	0.02108107879757881
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	MAP2K4_S257	57	cell_cycle	6.2886524574423674e-06
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	MAP2K4_S257	57	stress_ifn	0.27458763122558594
SCP682-SC12-protein-residual	train_sample	iccite_seq_tcell_2025	MAP2K4_S257	57	ribosomal	0.4199272096157074
